ComponentName,Project,CBO,CYCLO,DIT,ELOC,FanIn,FanOut,LCOM,LOC,LOCNAMM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,NMNOPARAM,CDSBP,CC,LC,LZC,RB,SC
org.apache.nutch.parse.html.DOMContentUtils,nutch-release-1.4,11,41,1,256,11,69,41,256,256,2,0,10,10,0,0.2,0,23.6,41,0,0,0,0,0,0,0,0
org.apache.nutch.parse.html.HTMLMetaProcessor,nutch-release-1.4,3,8,1,147,5,28,1,147,147,0,0,2,2,0,0,0,71,8,0,0,0,0,0,0,0,0
org.apache.nutch.parse.html.HtmlParser,nutch-release-1.4,20,31,1,194,0,78,10,194,191,10,0,8,7,1,0,0,25.57142857,31,0,1,0,0,0,0,0,0
org.apache.nutch.parse.html.XMLCharacterRecognizer,nutch-release-1.4,0,16,1,53,7,7,6,53,53,0,0,4,4,0,0,0,12,16,0,0,0,0,0,0,0,0
org.apache.nutch.parse.html.TestDOMContentUtils,nutch-release-1.4,13,27,2,107,0,39,24,107,107,10,0,9,9,0,0,0,10.22222222,27,0,4,0,0,0,0,0,0
org.apache.nutch.parse.html.TestRobotsMetaProcessor,nutch-release-1.4,8,5,2,37,0,11,1,37,37,3,0,2,2,2,0,0,14.5,5,0,1,0,0,0,0,0,0
org.apache.nutch.parse.js.JSParseFilter,nutch-release-1.4,37,31,1,179,1,72,19,179,176,5,0,7,6,1,0,0,27.5,31,0,1,0,0,0,0,0,0
org.apache.nutch.parse.swf.SWFParser,nutch-release-1.4,18,12,1,66,3,27,4,66,63,2,0,5,4,1,0,0,13.75,12,0,2,0,0,0,0,0,0
org.apache.nutch.parse.swf.TestSWFParser,nutch-release-1.4,14,9,2,50,0,19,4,50,50,5,0,4,4,0,0,0,9.75,9,0,3,0,0,0,0,0,0
org.apache.nutch.parse.tika.DOMBuilder,nutch-release-1.4,12,105,1,334,11,53,227,334,327,5,0,30,29,2,0,0,10.4137931,105,0,9,0,0,0,0,0,0
org.apache.nutch.parse.tika.DOMContentUtils,nutch-release-1.4,12,41,1,228,11,64,41,228,228,2,0,10,10,0,0.2,0,20.8,41,0,0,0,0,0,0,0,0
org.apache.nutch.parse.tika.HTMLMetaProcessor,nutch-release-1.4,3,8,1,147,5,28,1,147,147,0,0,2,2,0,0,0,71,8,0,0,0,0,0,0,0,0
org.apache.nutch.parse.tika.TikaConfig,nutch-release-1.4,24,56,1,171,6,48,137,171,165,2,0,18,16,0,0.166666667,0,9.875,56,0,5,0,0,0,0,0,0
org.apache.nutch.parse.tika.TikaParser,nutch-release-1.4,25,12,1,127,5,51,0,127,124,6,0,3,2,1,0,0,56.5,12,0,1,0,0,0,0,0,0
org.apache.nutch.parse.tika.XMLCharacterRecognizer,nutch-release-1.4,0,16,1,53,7,7,6,53,53,0,0,4,4,0,0,0,12,16,0,0,0,0,0,0,0,0
org.apache.nutch.tika.TestFeedParser,nutch-release-1.4,17,5,2,47,3,13,1,47,47,4,0,2,2,1,0,0,19,5,0,1,0,0,0,0,0,0
org.apache.nutch.tika.TestMSWordParser,nutch-release-1.4,15,13,2,40,0,17,11,40,40,5,0,6,6,0,0,0,4.833333333,13,0,4,0,0,0,0,0,0
org.apache.nutch.tika.TestOOParser,nutch-release-1.4,11,10,2,53,0,20,4,53,53,5,0,4,4,0,0,0,10.5,10,0,3,0,0,0,0,0,0
org.apache.nutch.tika.TestPdfParser,nutch-release-1.4,12,6,2,32,0,10,6,32,32,4,0,4,4,0,0,0,5.5,6,0,3,0,0,0,0,0,0
org.apache.nutch.tika.TestRTFParser,nutch-release-1.4,14,5,2,18,0,0,6,18,18,3,0,4,4,0,0,0,2.25,5,0,3,0,0,0,0,0,0
org.apache.nutch.parse.zip.ZipParser,nutch-release-1.4,17,9,1,56,2,14,4,56,53,2,0,4,3,0,0,0,15,9,0,2,0,0,0,0,0,0
org.apache.nutch.parse.zip.ZipTextExtractor,nutch-release-1.4,19,8,1,64,2,21,0,64,64,3,0,2,2,1,0,0,26.5,8,0,0,0,0,0,0,0,0
org.apache.nutch.parse.zip.TestZipParser,nutch-release-1.4,13,6,2,31,0,10,6,31,31,4,0,4,4,0,0,0,5.25,6,0,3,0,0,0,0,0,0
org.apache.nutch.protocol.file.File,nutch-release-1.4,16,20,1,101,902,23,13,101,98,5,0,7,6,1,0,0,14.5,20,0,2,0,0,0,0,0,0
org.apache.nutch.protocol.file.FileError,nutch-release-1.4,0,3,2,13,1,0,0,13,13,1,0,2,2,0,0,0,3.5,3,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.file.FileException,nutch-release-1.4,1,4,2,14,6,0,6,14,14,0,1,4,4,0,0,0,3,4,0,1,0,0,0,0,0,0
org.apache.nutch.protocol.file.FileResponse,nutch-release-1.4,13,28,1,152,2,48,0,152,143,9,0,8,6,0,0.25,0,21.33333333,28,0,3,0,0,0,0,0,0
org.apache.nutch.protocol.file.TestProtocolFile,nutch-release-1.4,11,6,2,37,0,13,1,37,37,6,0,3,3,0,0.666666667,0,8.333333333,6,0,2,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.Client,nutch-release-1.4,16,73,2,244,64,60,94,244,244,7,0,16,16,0,0.125,0,14.4375,73,0,7,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.Ftp,nutch-release-1.4,16,27,1,158,110,27,35,158,155,14,0,11,10,1,0,0,13.5,27,0,3,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpError,nutch-release-1.4,0,3,2,13,1,0,0,13,13,1,0,2,2,0,0,0,3.5,3,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpException,nutch-release-1.4,1,4,2,18,45,0,6,18,18,0,5,4,4,0,0,0,3,4,0,1,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpExceptionBadSystResponse,nutch-release-1.4,0,1,2,9,3,0,0,9,9,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpExceptionCanNotHaveDataConnection,nutch-release-1.4,0,1,2,9,10,0,0,9,9,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpExceptionControlClosedByForcedDataClose,nutch-release-1.4,0,1,2,9,6,0,0,9,9,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpExceptionUnknownForcedDataClose,nutch-release-1.4,0,1,2,9,6,0,0,9,9,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.FtpResponse,nutch-release-1.4,18,36,1,303,2,75,0,303,294,8,0,8,6,0,0.25,0,46.66666667,36,0,3,0,0,0,0,0,0
org.apache.nutch.protocol.ftp.PrintCommandListener,nutch-release-1.4,6,12,1,40,1,10,0,40,40,1,0,4,4,0,0,0,8.25,12,0,0,0,0,0,0,0,0
org.apache.nutch.protocol.http.Http,nutch-release-1.4,10,7,2,17,216,3,6,17,17,1,0,4,4,1,0,0,3.5,7,0,1,0,0,0,0,0,0
org.apache.nutch.protocol.http.HttpResponse,nutch-release-1.4,19,58,1,266,13,83,46,266,254,7,0,13,9,0,0.076923077,0,26.88888889,58,0,4,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.DummySSLProtocolSocketFactory,nutch-release-1.4,13,30,1,79,1,21,36,79,79,2,0,9,9,0,0.222222222,0,8,30,0,4,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.DummyX509TrustManager,nutch-release-1.4,10,19,1,43,1,5,13,43,43,2,0,6,6,0,0.166666667,0,6,19,0,1,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.Http,nutch-release-1.4,28,35,2,221,210,62,21,221,214,15,0,10,9,1,0,0,21.44444444,35,0,4,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.HttpAuthentication,nutch-release-1.4,1,4,1,17,15,0,1,17,17,0,0,2,2,0,0,0,5,4,0,2,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.HttpAuthenticationException,nutch-release-1.4,0,9,2,34,4,0,6,34,34,0,0,4,4,0,0,0,7,9,0,1,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.HttpAuthenticationFactory,nutch-release-1.4,11,11,1,71,1,13,0,71,68,4,0,4,3,2,0.25,0,17.33333333,11,0,1,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.HttpBasicAuthentication,nutch-release-1.4,11,23,1,97,3,14,3,97,73,7,0,7,3,1,0,0,20,23,0,4,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.HttpResponse,nutch-release-1.4,16,19,1,119,13,37,3,119,107,4,0,6,2,0,0.166666667,0,48.5,19,0,4,0,0,0,0,0,0
org.apache.nutch.protocol.httpclient.TestProtocolHttpClient,nutch-release-1.4,12,41,2,126,0,29,46,126,126,5,0,12,12,0,0.083333333,0,9.583333333,41,0,9,0,0,0,0,0,0
org.apache.nutch.scoring.link.LinkAnalysisScoringFilter,nutch-release-1.4,14,24,1,35,0,12,51,35,32,2,0,11,10,0,0.363636364,0,2.8,24,0,2,0,0,0,0,0,0
org.apache.nutch.scoring.opic.OPICScoringFilter,nutch-release-1.4,19,27,1,111,0,30,39,111,108,7,0,10,9,0,0.2,0,10.55555556,27,0,1,0,0,0,0,0,0
org.apache.nutch.collection.CollectionManager,nutch-release-1.4,25,34,2,157,4,59,1,157,157,4,0,11,11,1,0.363636364,0,13.72727273,34,0,4,0,0,0,0,0,0
org.apache.nutch.collection.Subcollection,nutch-release-1.4,9,24,2,142,27,17,36,142,109,12,0,13,8,6,0.153846154,0,10,24,0,5,0,0,0,0,0,0
org.apache.nutch.indexer.subcollection.SubcollectionIndexingFilter,nutch-release-1.4,13,7,2,31,0,7,6,31,31,2,0,4,4,2,0.25,0,5.25,7,0,1,0,0,0,1,0,0
org.apache.nutch.indexer.subcollection.SubcollectionIndexingFilter,nutch-release-1.4,13,7,2,31,0,7,6,31,31,2,0,4,4,2,0.25,0,5.25,7,0,1,0,0,0,1,0,0
org.apache.nutch.collection.TestSubcollection,nutch-release-1.4,5,3,2,51,0,17,1,51,51,0,0,2,2,0,0,0,24.5,3,0,2,0,0,0,0,0,0
org.apache.nutch.indexer.tld.TLDIndexingFilter,nutch-release-1.4,13,7,1,25,0,5,1,25,22,2,0,3,2,1,0,0,7,7,0,1,0,0,0,0,0,0
org.apache.nutch.scoring.tld.TLDScoringFilter,nutch-release-1.4,16,29,1,47,0,6,62,47,44,2,0,12,11,0,0.083333333,0,3.272727273,29,0,2,0,0,0,0,0,0
org.apache.nutch.urlfilter.automaton.AutomatonURLFilter,nutch-release-1.4,10,13,2,45,5,3,15,45,45,2,0,6,6,2,0.166666667,0,4.333333333,13,0,1,0,0,0,0,0,0
org.apache.nutch.urlfilter.automaton.TestAutomatonURLFilter,nutch-release-1.4,7,8,2,33,0,6,10,33,33,0,0,5,5,0,0,0,5.4,8,0,2,0,0,0,0,0,0
org.apache.nutch.urlfilter.domain.DomainURLFilter,nutch-release-1.4,16,22,1,106,5,31,7,106,103,5,0,6,5,0,0,0,18.6,22,0,2,0,0,0,0,0,0
org.apache.nutch.urlfilter.domain.TestDomainURLFilter,nutch-release-1.4,5,3,2,24,0,5,1,24,24,3,0,2,2,0,0,0,9.5,3,0,1,0,0,0,0,0,0
org.apache.nutch.urlfilter.prefix.PrefixURLFilter,nutch-release-1.4,16,29,1,96,1,25,13,96,93,4,0,7,6,0,0.285714286,0,14,29,0,2,0,0,0,0,0,0
org.apache.nutch.urlfilter.regex.RegexURLFilter,nutch-release-1.4,10,13,2,45,26,5,15,45,45,2,0,6,6,2,0,0,4.666666667,13,0,1,0,0,0,0,0,0
org.apache.nutch.urlfilter.regex.TestRegexURLFilter,nutch-release-1.4,7,8,2,33,0,6,10,33,33,0,0,5,5,0,0,0,5.4,8,0,2,0,0,0,0,0,0
org.apache.nutch.urlfilter.suffix.SuffixURLFilter,nutch-release-1.4,18,40,1,163,6,36,36,163,160,7,0,12,11,0,0.083333333,0,13.36363636,40,0,4,0,0,0,0,0,0
org.apache.nutch.urlfilter.suffix.TestSuffixURLFilter,nutch-release-1.4,6,18,2,69,0,26,3,69,69,9,0,10,10,0,0,0,5.4,18,0,8,0,0,0,0,0,0
org.apache.nutch.urlfilter.validator.UrlValidator,nutch-release-1.4,4,36,1,230,0,27,43,230,227,26,0,10,9,0,0.1,0,19.88888889,36,0,1,0,0,0,0,0,0
org.apache.nutch.indexer.urlmeta.URLMetaIndexingFilter,nutch-release-1.4,10,10,1,36,1,6,0,36,30,4,0,3,2,0,0.333333333,0,10.5,10,0,1,0,0,0,1,0,0
org.apache.nutch.indexer.urlmeta.URLMetaIndexingFilter,nutch-release-1.4,10,10,1,36,1,6,0,36,30,4,0,3,2,0,0.333333333,0,10.5,10,0,1,0,0,0,1,0,0
org.apache.nutch.scoring.urlmeta.URLMetaScoringFilter,nutch-release-1.4,17,34,2,97,0,18,31,97,91,4,0,10,9,0,0.1,0,9,34,0,1,0,0,0,0,0,0
org.apache.nutch.net.urlnormalizer.basic.BasicURLNormalizer,nutch-release-1.4,8,17,1,104,8,18,11,104,101,8,0,6,5,1,0,0,15.8,17,0,3,0,0,0,0,0,0
org.apache.nutch.net.urlnormalizer.basic.TestBasicURLNormalizer,nutch-release-1.4,4,7,2,50,0,6,4,50,50,2,0,4,4,0,0.25,0,10.75,7,0,1,0,0,0,0,0,0
org.apache.nutch.net.urlnormalizer.pass.PassURLNormalizer,nutch-release-1.4,3,7,1,16,5,0,1,16,13,1,0,3,2,0,0,0,3,7,0,1,0,0,0,0,0,0
org.apache.nutch.net.urlnormalizer.pass.TestPassURLNormalizer,nutch-release-1.4,5,3,2,16,0,6,0,16,16,0,0,1,1,0,0,0,14,3,0,1,0,0,0,0,0,0
org.apache.nutch.net.urlnormalizer.regex.RegexURLNormalizer,nutch-release-1.4,24,39,2,212,10,63,11,212,212,3,0,10,10,0,0.1,0,19.5,39,0,1,0,0,0,0,0,0
org.apache.nutch.net.urlnormalizer.regex.TestRegexURLNormalizer,nutch-release-1.4,18,35,2,126,0,48,0,126,126,5,0,8,8,0,0,0,13.875,35,0,2,0,0,0,0,0,0
org.apache.nutch.crawl.CrawlDBTestUtil,nutch-release-1.4,16,13,1,85,9,24,10,85,85,1,0,5,5,0,0.2,0,14.8,13,0,2,0,0,0,0,0,0
org.apache.nutch.crawl.DummyWritable,nutch-release-1.4,1,2,2,7,0,0,1,7,7,0,0,2,2,0,0,0,2.5,2,0,1,0,0,0,0,0,0
org.apache.nutch.crawl.TestCrawlDbMerger,nutch-release-1.4,11,11,2,95,0,36,0,95,95,14,0,4,4,0,0,0,19.75,11,0,3,0,0,0,0,0,0
org.apache.nutch.crawl.TestGenerator,nutch-release-1.4,11,31,2,202,0,50,12,202,202,5,0,12,12,0,0.166666667,0,14.75,31,0,6,0,0,0,0,0,0
org.apache.nutch.crawl.TestInjector,nutch-release-1.4,10,14,2,64,0,19,0,64,64,5,0,4,4,0,0.25,0,13.25,14,0,4,0,0,0,0,0,0
org.apache.nutch.crawl.TestLinkDbMerger,nutch-release-1.4,12,13,2,100,0,36,0,100,100,20,0,4,4,0,0,0,19.5,13,0,3,0,0,0,0,0,0
org.apache.nutch.crawl.TestSignatureFactory,nutch-release-1.4,3,1,2,10,0,4,0,10,10,0,0,1,1,0,0,0,8,1,0,1,0,0,0,0,0,0
org.apache.nutch.fetcher.TestFetcher,nutch-release-1.4,17,13,2,103,0,39,0,103,103,7,0,5,5,0,0,0,18,13,0,4,0,0,0,0,0,0
org.apache.nutch.indexer.TestIndexingFilters,nutch-release-1.4,11,2,2,14,0,3,0,14,14,0,0,1,1,0,0,0,12,2,0,1,0,0,0,0,0,0
org.apache.nutch.metadata.TestMetadata,nutch-release-1.4,10,29,2,234,0,55,85,234,234,1,0,14,14,0,0,0,16.28571429,29,0,11,0,0,0,0,0,0
org.apache.nutch.metadata.TestSpellCheckedMetadata,nutch-release-1.4,10,32,2,252,0,54,120,252,252,1,0,16,16,0,0,0,15.25,32,0,13,0,0,0,0,0,0
org.apache.nutch.net.TestURLFilters,nutch-release-1.4,3,4,2,14,0,3,0,14,14,0,0,1,1,0,0,0,12,4,0,1,0,0,0,0,0,0
org.apache.nutch.net.TestURLNormalizers,nutch-release-1.4,4,5,2,32,0,12,0,32,32,0,0,1,1,0,0,0,30,5,0,1,0,0,0,0,0,0
org.apache.nutch.parse.TestOutlinkExtractor,nutch-release-1.4,5,4,2,37,0,15,0,37,37,1,0,4,4,0,0,0,7.25,4,0,4,0,0,0,0,0,0
org.apache.nutch.parse.TestParseData,nutch-release-1.4,5,6,2,27,0,5,3,27,27,1,0,3,3,0,0,0,7,6,0,2,0,0,0,0,0,0
org.apache.nutch.parse.TestParseText,nutch-release-1.4,2,3,2,13,0,1,1,13,13,0,0,2,2,0,0.5,0,4,3,0,1,0,0,0,0,0,0
org.apache.nutch.parse.TestParserFactory,nutch-release-1.4,4,9,2,60,0,13,0,60,60,2,0,4,4,0,0,0,12.75,9,0,3,0,0,0,0,0,0
org.apache.nutch.plugin.HelloWorldExtension,nutch-release-1.4,0,2,1,9,3,0,0,9,9,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0
org.apache.nutch.plugin.ITestExtension,nutch-release-1.4,0,1,1,7,3,0,0,7,7,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
org.apache.nutch.plugin.SimpleTestPlugin,nutch-release-1.4,1,5,2,19,1,6,3,19,19,0,0,3,3,0,0,0,4.333333333,5,0,2,0,0,0,1,0,0
org.apache.nutch.plugin.TestPluginSystem,nutch-release-1.4,13,49,2,196,0,64,109,196,196,4,0,18,18,0,0.055555556,0,10.33333333,49,0,13,0,0,0,0,0,0
org.apache.nutch.protocol.TestContent,nutch-release-1.4,7,6,2,44,0,10,1,44,44,1,0,3,3,0,0,0,12.66666667,6,0,2,0,0,0,0,0,0
org.apache.nutch.protocol.TestProtocolFactory,nutch-release-1.4,4,6,2,45,0,12,0,45,45,2,0,3,3,0,0,0,13.66666667,6,0,3,0,0,0,0,0,0
org.apache.nutch.segment.TestSegmentMerger,nutch-release-1.4,11,12,2,77,0,22,0,77,77,7,0,3,3,0,0.333333333,0,22.66666667,12,0,3,0,0,0,0,0,0
org.apache.nutch.util.TestEncodingDetector,nutch-release-1.4,6,3,2,49,0,8,1,49,49,2,0,2,2,0,0,0,19,3,0,1,0,0,0,0,0,0
org.apache.nutch.util.TestGZIPUtils,nutch-release-1.4,2,20,2,90,0,22,24,90,90,3,0,9,9,0,0,0,9.111111111,20,0,4,0,0,0,0,0,0
org.apache.nutch.util.TestNodeWalker,nutch-release-1.4,5,11,2,61,0,19,4,61,61,2,0,4,4,0,0.25,0,13.5,11,0,2,0,0,0,0,0,0
org.apache.nutch.util.TestPrefixStringMatcher,nutch-release-1.4,1,8,2,58,0,12,3,58,58,6,0,3,3,0,0.333333333,0,15.66666667,8,0,1,0,0,0,0,0,0
org.apache.nutch.util.TestStringUtil,nutch-release-1.4,1,3,2,30,0,6,3,30,30,0,0,3,3,0,0,0,8.333333333,3,0,2,0,0,0,0,0,0
org.apache.nutch.util.TestSuffixStringMatcher,nutch-release-1.4,1,8,2,58,0,12,3,58,58,6,0,3,3,0,0.333333333,0,15.66666667,8,0,1,0,0,0,0,0,0
org.apache.nutch.util.TestURLUtil,nutch-release-1.4,2,13,2,129,0,13,15,129,129,2,0,6,6,0,0,0,20.33333333,13,0,6,0,0,0,0,0,0
org.apache.nutch.util.WritableTestUtils,nutch-release-1.4,3,11,1,29,4,11,3,29,29,0,0,3,3,0,0.333333333,0,9,11,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.ExtremalTupleByNthField,pig-release-0.8.0,13,47,2,166,17,24,81,166,163,6,0,15,14,0,0.333333333,0,9.071428571,47,0,7,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.MaxTupleBy1stField,pig-release-0.8.0,8,19,2,94,2,14,15,94,94,1,0,6,6,0,0.5,0,7.666666667,19,0,3,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.DiffDate,pig-release-0.8.0,14,12,2,43,5,12,3,43,43,1,0,3,3,0,0,0,12.33333333,12,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.convert.CustomFormatToISO,pig-release-0.8.0,13,10,2,27,3,13,3,27,27,0,0,3,3,0,0,0,7.333333333,10,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.convert.ISOToUnix,pig-release-0.8.0,11,9,2,21,3,12,3,21,21,0,0,3,3,0,0,0,5.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.convert.UnixToISO,pig-release-0.8.0,11,9,2,21,3,12,3,21,21,0,0,3,3,0,0,0,5.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.diff.ISODaysBetween,pig-release-0.8.0,13,9,2,27,14,13,3,27,27,0,0,3,3,0,0,0,7.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.diff.ISOHoursBetween,pig-release-0.8.0,10,9,2,27,12,13,3,27,27,0,0,3,3,0,0,0,7.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.diff.ISOMinutesBetween,pig-release-0.8.0,10,9,2,27,14,13,3,27,27,0,0,3,3,0,0,0,7.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.diff.ISOMonthsBetween,pig-release-0.8.0,13,9,2,27,14,13,3,27,27,0,0,3,3,0,0,0,7.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.diff.ISOSecondsBetween,pig-release-0.8.0,10,9,2,27,14,13,3,27,27,0,0,3,3,0,0,0,7.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.diff.ISOYearsBetween,pig-release-0.8.0,10,9,2,24,17,13,3,24,24,0,0,3,3,0,0,0,7.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToDay,pig-release-0.8.0,11,9,2,22,17,16,3,22,22,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToHour,pig-release-0.8.0,10,9,2,22,17,15,3,22,22,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToMinute,pig-release-0.8.0,11,9,2,22,17,14,3,22,22,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToMonth,pig-release-0.8.0,11,9,2,22,17,17,3,22,22,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToSecond,pig-release-0.8.0,11,9,2,22,17,13,3,22,22,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToWeek,pig-release-0.8.0,11,9,2,22,17,17,3,22,22,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.datetime.truncate.ISOToYear,pig-release-0.8.0,11,9,2,19,20,18,3,19,19,0,0,3,3,0,0,0,5.666666667,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.decode.Bin,pig-release-0.8.0,6,9,2,45,817,8,1,45,45,1,0,2,2,0,0,0,19.5,9,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.decode.BinCond,pig-release-0.8.0,6,10,2,52,144,7,1,52,52,1,0,2,2,0,0,0,23,10,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.decode.Decode,pig-release-0.8.0,6,9,2,44,27,8,1,44,44,1,0,2,2,0,0,0,19,9,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.ABS,pig-release-0.8.0,9,10,2,37,6,13,3,37,37,0,0,3,3,0,0,0,10.66666667,10,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.ACOS,pig-release-0.8.0,0,2,2,8,6,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.ASIN,pig-release-0.8.0,0,2,2,8,6,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.ATAN,pig-release-0.8.0,0,2,2,8,12,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.ATAN2,pig-release-0.8.0,0,2,2,11,3,1,0,11,11,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.Base,pig-release-0.8.0,3,2,2,8,297,4,0,8,8,0,3,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.CBRT,pig-release-0.8.0,0,2,2,8,6,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.CEIL,pig-release-0.8.0,0,2,2,8,6,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.COS,pig-release-0.8.0,0,2,2,8,27,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.COSH,pig-release-0.8.0,0,2,2,8,6,1,0,8,8,0,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleAbs,pig-release-0.8.0,5,7,2,24,3,7,1,24,24,0,0,2,2,0,0,0,9.5,7,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleBase,pig-release-0.8.0,8,9,2,26,43,8,3,26,26,0,37,3,3,0,0,0,7,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleCopySign,pig-release-0.8.0,6,7,2,27,1,7,1,27,27,0,0,2,2,0,0,0,9.5,7,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleDoubleBase,pig-release-0.8.0,8,9,2,30,4,8,3,30,30,0,4,3,3,0,0,0,8.333333333,9,0,1,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleGetExponent,pig-release-0.8.0,5,7,2,26,1,7,1,26,26,0,0,2,2,0,0,0,9,7,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleMax,pig-release-0.8.0,5,7,2,27,6,7,1,27,27,0,0,2,2,0,0,0,9.5,7,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleMin,pig-release-0.8.0,5,7,2,27,5,7,1,27,27,0,0,2,2,0,0,0,9.5,7,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleNextAfter,pig-release-0.8.0,9,6,2,26,1,6,1,26,26,0,0,2,2,0,0,0,9,6,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleNextup,pig-release-0.8.0,5,7,2,27,1,7,1,27,27,0,0,2,2,0,0,0,9.5,7,0,0,0,0,0,0,0,0
org.apache.pig.piggybank.evaluation.math.DoubleRound,pig-release-0.8.0,5,7,2,23,3,7,1,23,23,0,0,2,2,0,0,0,9,7,0,0,0,0,0,0,0,0
